"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"高齡暨健康照護管理系","第二作者","International Journal of Mental Health Nursing","專任","113","無","黃惠玲","是","澳大利亞","否","續聘","33","紙本及電子期刊","2024","4","2","4641","Coexisting with anomie: Experiences of persons living with early-stage dementia: A grounded theory study","SCIE, SSCI","700493","否"
"高齡暨健康照護管理系","第三作者","Journal of Advanced Nursing","專任","113","無","黃惠玲","是","英國","否","續聘","80","紙本及電子期刊","2024","1","1","4641","The enrichment process for family caregivers of persons living with dementia: A grounded theory approach.","SCI, SSCI","700494","否"
"高齡暨健康照護管理系","第一作者","輔導季刊","專任","113","無","蔡碧藍","是","中華民國","否","續聘","60","紙本","2024","6","2","4641","認知行為策略運用於護生選習減壓團體之方案設計","其他","700484","是"
"高齡暨健康照護管理系","第四(以上)作者","福祉科技與服務管理學刊","專任","113","無","蔡碧藍","是","中華民國","否","續聘","12","紙本及電子期刊","2024","2","1","4641","「我是誰？」—認知、感官刺激生命故事書創新產品","其他","700485","是"
"高齡暨健康照護管理系","第三作者","BMC Geriatrics","專任","113","國科會","龔本珍","是","英國","否","續聘","24","電子期刊","2024","8","1","4641","Caregiving management needs and predictors for family caregivers of persons with dementia: a cross-sectional study","SCIE","700555","否"
"高齡暨健康照護管理系","第一作者","International Journal of Mental Health Nursing","專任","113","國科會","龔本珍","是","澳大利亞","否","續聘","33","電子期刊","2024","4","2","4641","Coexisting with anomie: Experiences of persons living with early-stage dementia: A grounded theory study","SCIE, SSCI","700556","否"
"護理系","第一作者","台灣專科護理師學刊","專任","113","無","于素英","是","中華民國","否","續聘","11","電子期刊","2024","8","1","1531","從國外角度分析國內家庭專科護理師的課程規劃及困境","其他","700596","是"
"護理系","第三作者","自然療法暨健康促進期刊","專任","113","無","王玉女","是","中華民國","是(跨國合作)","續聘","3","電子期刊","2024","12","1","1531","芳香療法對成人偏頭痛之成效：系統性文獻回顧","其他","700407","是"
"護理系","第四(以上)作者","長庚護理","專任","113","無","王玉真","是","中華民國","否","續聘","35","紙本","2024","9","3","1531","一位甲狀腺毒性週期性麻痹症併嚴重低血鉀病人之急診護理經驗","其他","700449","是"
"護理系","第四(以上)作者","BMC Complementary Medicine and Therapies","專任","113","無","王玉真","是","英國","否","續聘","24","電子期刊","2024","8","1","1531","Acupuncture-related interventions improve chemotherapy-induced peripheral neuropathy: A systematic review and network meta-analysis","SCIE","700450","是"
"護理系","第二作者","Journal of Advanced Nursing","專任","113","無","王亞妮","是","英國","否","續聘","","電子期刊","2024","10","9","1531","Registered Nurses’ Attitudes toward Chat GPT and Self-directed Learning: A-crosssectional study","SSCI, SCIE","700360","否"
"護理系","第四(以上)作者","Contact Lens and Anterior Eye","專任","113","無","王亞妮","是","荷蘭王國","否","續聘","47","電子期刊","2024","8","6","1531","Shared decision-making, treatment decision regret, and vision-related quality of life among parents of children with myopia: An online survey in Taiwan","SCIE","700361","否"
"護理系","第三作者","International Nursing Review","專任","113","無","王亞妮","是","瑞士","否","續聘","71","電子期刊","2024","7","3","1531","Attitude and utilization of ChatGPT among registered nurses: Across-sectional study","SSCI, SCIE","700362","否"
"護理系","第四(以上)作者","Clinical Rehabilitation","專任","113","無","王琤","是","英國","否","續聘","38","電子期刊","2024","8","10","1531","Development and validation of the Unmet Needs Questionnaire for young stroke survivors","SSCI","700403","否"
"護理系","第三作者","Journal of Nursing Scholarship","專任","113","無","王琤","是","美國","否","續聘","57","電子期刊","2024","8","2","1531","Evaluating the combination of in-person and electronic social networking services for family caregivers of stroke survivors: A quasi-experimental analysis","SSCI, SCIE","700404","否"
"護理系","第一作者","長庚護理","專任","113","無","王琤","是","中華民國","否","續聘","35","紙本及電子期刊","2024","6","2","1531","中高齡者自媒體網站特性、體驗價值與滿意度","其他","700405","否"
"護理系","第四(以上)作者","BMC Geriatrics","專任","113","無","王琤","是","英國","否","續聘","34","電子期刊","2024","4","307","1531","Can a prolonged healing pressure injury be benefited by using an AI mattress? A case study","SCI, SSCI","700406","是"
"護理系","第一作者","Journal of Renal Nutrition","專任","113","無","余怡珍","是","美國","否","續聘","35","電子期刊","2024","7","1","1531","Efficacy of lemon mouthwash in improving dry mouth symptoms and salivary flow in hemodialysis patients.","SCI","700454","是"
"護理系","第二作者","長庚護理","專任","113","無","余怡珍","是","中華民國","否","續聘","35","紙本及電子期刊","2024","6","2","1531","髖骨骨折手術後疼痛評估與護理照護","其他","700455","是"
"護理系","第一作者","護理雜誌","專任","113","無","余怡珍","是","中華民國","否","續聘","71","紙本及電子期刊","2024","4","2","1531","生成式人工智慧在護理領域的革命— 提升照護品質與教育的新篇章","其他","700456","否"
"護理系","第一作者","Nurse Education in Practice","專任","113","EZRPF3M0071","吳美玲","是","英國","否","續聘","79","電子期刊","2024","8","0","1531","Training students to serve as standardized patients in an objective structured clinical examination is feasible: A mixed-methods study","SCIE, SSCI","700385","否"
"護理系","第二作者","護理雜誌","專任","113","無","吳美玲","是","中華民國","否","續聘","71","紙本及電子期刊","2024","8","4","1531","遊戲化教學運用在護理教育","其他","700386","否"
"護理系","第三作者","長庚護理","專任","113","無","吳美玲","是","中華民國","否","續聘","35","紙本及電子期刊","2024","6","2","1531","冰敷處置於人工全膝關節置換術後成效探討：系統性文獻回顧與統合分析","其他","700387","否"
"護理系","第四(以上)作者","台灣老人保健學刊","專任","113","長期照護機構照顧服務員充能過程之初探","吳淑美","是","中華民國","否","續聘","19","電子期刊","2024","4","No. 1 & 2","1531","照顧服務員從生手至熟手札根茁壯之經驗歷程--以住宿式長期照護機構為例","其他","700462","是"
"護理系","第一作者","Behavioral Sciences","專任","113","無","吳麗瑜","是","瑞士","否","續聘","14","紙本及電子期刊","2024","4","4","1531","Effect of Physical Exercise on Executive Functions Using the Emotional Stroop Task in Perimenopausal Women: A Pilot Study","SSCI","700409","否"
"護理系","第一作者","International Journal of Mental Health Nursing","專任","113","科技部","呂雀芬","是","澳大利亞","否","續聘","33","紙本及電子期刊","2024","4","5","1531","Psychometric Evaluation of Suicide Management Competency Scale for Nursing Students: A Cross-sectional Study","SCI, SSCI, SCIE","700486","否"
"護理系","第四(以上)作者","Diabetology International","專任","113","無","巫菲翎","是","日本","是(跨國合作)","續聘","15","電子期刊","2024","6","4","1531","Association of hypoglycemia problem-solvingabilities with severe hypoglycemia in adults withtype 1 diabetes: a Poisson regression analysis","SCIE","700363","否"
"護理系","第二作者","Nursing Open","專任","113","無","巫菲翎","是","英國","否","續聘","11","電子期刊","2024","6","7","1531","Correlations of factors associated with job values, job stress and job satisfaction among hospital nursing assistants","SCI, SSCI","700364","否"
"護理系","第一作者","Nursing Open","專任","113","無","巫菲翎","是","英國","否","續聘","11","電子期刊","2024","1","1","1531","The experiences of public health nurses during the COVID-19 in Taiwan: A qualitative study","SCI, SSCI","700365","否"
"護理系","第四(以上)作者","Health Services Insights","專任","113","無","巫菲翎","是","英國","否","續聘","17","電子期刊","2024","1","Nil.","1531","Disclosure Concerns and the Correlation Among Gay, Bisexual, and Other Men Who Have Sex With Men Living With HIV Receiving Antiretroviral Therapy in Taiwan","SSCI","700366","是"
"護理系","第一作者","休閒研究","專任","113","無","李以文","是","中華民國","否","續聘","24","紙本及電子期刊","2024","12","4","1531","國人全球旅遊多樣性、異國料理消費多樣性與國外居住嚮往之研究","其他","700343","否"
"護理系","第三作者","Nurse Education in Practice","專任","113","MOST 109–2511-H255–002","李玉秀","是","英國","否","續聘","80","電子期刊","2024","10","Nil.","1531","A cooperative learning intervention for improving a simulation-based paediatric nursing course: A quasi-experimental study","SCI","700335","否"
"護理系","第三作者","BMC Nursing","專任","113","PSK1080241","李玉秀","是","英國","否","續聘","23","電子期刊","2024","8","Nil.","1531","Effects of integration of interdisciplinary learning on student learning outcomes and healthcare-giving competence: A mixed methods study","SCI","700336","否"
"護理系","第一作者","數位學習科技期刊","專任","113","無","林淑君","是","中華民國","否","續聘","16","紙本及電子期刊","2024","7","3","1531","新冠肺炎流行期間成人護理線上概念構圖學習歷程探討","TSSCI","700344","否"
"護理系","第一作者","Medicine","專任","113","無","林嘉玲","是","美國","否","續聘","103","電子期刊","2024","12","50","1531","Risk factors for falls in older adults with type 2 diabetes: A cross-sectional study","SCI, SSCI","700367","否"
"護理系","第二作者","Medicine","專任","113","無","林嘉玲","是","美國","否","續聘","103","電子期刊","2024","8","31","1531","Risk of Herpes Simplex virus type 1 (HSV-1) among patients with insomnia: A retrospective cohort study","SCI, SSCI","700368","否"
"護理系","第一作者","Medicine","專任","113","無","林嘉玲","是","美國","否","續聘","103","電子期刊","2024","6","25","1531","Associated factors of low muscle mass in community-dwelling patients with type 2 diabetes","SCI, SSCI","700369","否"
"護理系","第二作者","Journal of Neurovirology","專任","113","無","林嘉玲","是","美國","否","續聘","30","電子期刊","2024","2","0","1531","The synergistic effect of insomnia and depression on risk of herpes zoster","SCI, SSCI","700370","否"
"護理系","第四(以上)作者","Nursing Open","專任","113","無","林嘉玲","是","英國","否","續聘","11","電子期刊","2024","1","1","1531","The experiences of public health nurses during the COVID-19 in Taiwan: A qualitative study","SCI, SSCI","700371","是"
"護理系","第二作者","台灣專科護理師學刊","專任","113","無","林慧萍","是","中華民國","否","續聘","11","紙本及電子期刊","2024","8","1","1531","從國外角度分析國內家庭專科護理師的課程規劃及困境","其他","700605","否"
"護理系","第二作者","護理雜誌","專任","113","無","林麗美","是","中華民國","否","續聘","71","紙本及電子期刊","2024","8","4","1531","初診斷肺癌病人接受手術期間經絡能量、生活品質變化與預後關聯性－縱貫性研究","TSSCI","700372","否"
